Shape_Leng,Shape_Area,OBJECTID_1,OBJECTID_2,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,MEDIAN,PCT90,OBJECTID_3,OBJECTID_4,COUNT_1,AREA_1,MIN_1,MAX_1,RANGE_1,MEAN_1,STD_1,SUM_1,MEDIAN_1,PCT90_1
0.02,0.000025,485,485,3080,2.48547E-05,0.097023331,0.537447572,0.440424241,0.365107885,0.084651116,1124.532285,0.38303332,0.45179002,0,0,342,2.48385E-05,35.8646063,42.45113084,6.58652454,38.24170929,1.585546283,13078.66458,37.85731196,40.77903546
0.02,2.5E-05,486,486,3080,2.48547E-05,0.057471264,0.678580344,0.62110908,0.419047433,0.104268925,1290.666095,0.413903922,0.554319501,0,0,342,2.48385E-05,33.61896716,38.81435756,5.1953904,36.61229318,1.198258283,12521.40427,36.50719406,38.45375645
0.02,2.5E-05,487,487,3080,2.48547E-05,-0.003625816,0.633262575,0.63688839,0.186970086,0.127036636,575.8678654,0.150270194,0.382160753,0,0,342,2.48385E-05,37.1463638,44.74462226,7.59825846,41.76348918,1.566561719,14283.1133,41.79145298,43.98582182
0.02,0.000025,488,488,3136,2.53066E-05,0.071980961,0.643350601,0.571369641,0.431315599,0.090739494,1352.605719,0.432969496,0.546601743,0,0,342,2.48385E-05,31.6091714,38.90322608,7.29405468,36.36277772,1.375757654,12436.06998,36.72594734,37.7612656
0.02,2.5E-05,489,489,3080,2.48547E-05,0.120194644,0.675906181,0.555711538,0.490691749,0.118210105,1511.330586,0.524519175,0.620883566,0,0,361,2.62185E-05,32.73028196,39.03652886,6.3062469,35.55223146,1.559726061,12834.35556,35.2835429,37.65223076
0.02,0.000025,490,490,3025,2.44109E-05,0.004576864,0.607154548,0.602577684,0.183922591,0.137997316,556.3658383,0.140397117,0.400606495,0,0,324,2.35313E-05,35.70737738,43.20309524,7.49571786,40.91397129,1.51553041,13256.1267,41.13519314,42.66817511
0.019197195,2.34175E-05,491,491,2918,2.35474E-05,-0.038593881,0.675465047,0.714058928,0.313534831,0.193139074,914.8946379,0.341119111,0.560165697,0,0,323,2.34586E-05,32.36455382,43.49020892,11.1256551,37.70558573,2.937533507,12178.90419,37.4710757,42.1202665
0.02,0.000025,492,492,3136,2.53066E-05,-0.036177721,0.664580226,0.700757947,0.307821165,0.201599568,965.3271745,0.351683214,0.574867249,0,0,342,2.48385E-05,35.300633,45.02148188,9.72084888,39.00172902,2.271028845,13338.59132,38.5306619,42.45796688
0.013526219,8.49754E-06,493,493,1047,8.44898E-06,0.010146561,0.658402205,0.648255643,0.471586613,0.1338885,493.7511842,0.525202692,0.580221331,0,0,108,7.84375E-06,35.02035536,38.58535022,3.56499486,36.69986911,0.941374414,3963.585864,36.67638605,37.91200028
0.02,0.000025,494,494,3136,2.53066E-05,0.069767445,0.673251867,0.603484422,0.404497773,0.10932456,1268.505015,0.425437003,0.530758917,0,0,361,2.62185E-05,30.72390422,40.24650794,9.52260372,36.61245203,2.023242549,13217.09518,36.7532915,39.0946352
0.02,0.000025,495,495,3136,2.53066E-05,0.000515411,0.679060161,0.67854475,0.477903876,0.130574505,1498.706554,0.499310657,0.622198313,0,0,342,2.48385E-05,31.84501478,38.67421874,6.82920396,34.67199716,1.833263202,11857.82303,34.47689018,37.23728313
0.02,2.5E-05,496,496,3080,2.48547E-05,0.004551821,0.674742281,0.670190461,0.269467775,0.182751998,829.9607484,0.233170941,0.545224905,0,0,342,2.48385E-05,36.56871842,46.74416396,10.17544554,41.63445393,2.23259853,14238.98324,41.30096711,45.26860473
0.02,2.5E-05,497,497,3025,2.44109E-05,0.018062865,0.67789793,0.659835065,0.420875395,0.143850596,1273.148069,0.447489351,0.594446075,0,0,361,2.62185E-05,34.0359656,38.23671218,4.20074658,36.17770072,0.849932171,13060.14996,36.14146592,37.34802698
0.02,0.000025,498,498,3025,2.44109E-05,-0.039661597,0.670722246,0.710383844,0.301285764,0.203802947,911.3894349,0.29076305,0.57835803,0,0,324,2.35313E-05,36.04917938,46.25196908,10.2027897,40.01991642,2.840308359,12966.45292,39.40567502,44.2900256
0.017881703,1.93522E-05,499,499,2437,1.96659E-05,0.071066439,0.619278848,0.548212409,0.404397382,0.118220994,985.51642,0.434702843,0.527129507,0,0,276,2.00451E-05,36.32262098,42.70406432,6.38144334,38.60449609,1.475493174,10654.84092,38.40761318,40.49773241
0.02,0.000025,500,500,3080,2.48547E-05,0.431564093,0.673570633,0.24200654,0.598342508,0.03509968,1842.894925,0.605773091,0.632828712,0,0,342,2.48385E-05,27.95189,29.98219388,2.03030388,28.91452236,0.390611729,9888.766648,28.85424728,29.44214672
0.02,0.000025,501,501,3136,2.53066E-05,-0.047161415,0.6586532,0.705814615,0.337275824,0.235375746,1057.696985,0.441778019,0.592472434,0,0,342,2.48385E-05,0,0,0,0,0,0,0,0
0.02,0.000025,502,502,3080,2.48547E-05,0.053090692,0.653348327,0.600257635,0.394750234,0.135359531,1215.830722,0.409861624,0.571214378,0,0,324,2.35313E-05,31.06570622,38.44862942,7.3829232,0,0,0,36.96349973,37.99198195
0.02,2.5E-05,503,503,3080,2.48547E-05,0.051366121,0.640909731,0.589543611,0.380585641,0.121907684,1172.203775,0.394242316,0.533406073,0,0,342,2.48385E-05,33.3181814,39.41592908,6.09774768,36.44786843,1.379002718,12465.171,36.27989573,38.46777033
0.019648861,2.46467E-05,504,504,3089,2.49273E-05,0.045302425,0.645025134,0.59972271,0.439058664,0.117844506,1356.252213,0.455339551,0.574490273,0,0,356,2.58553E-05,32.90118296,38.00428682,5.10310386,34.86311684,0.982171772,12411.26959,34.81698317,36.20982632
0.003027384,4.93519E-07,505,505,66,5.326E-07,0.303024352,0.569183171,0.266158819,0.473634062,0.076342241,31.25984809,0.499229014,0.550811768,0,0,9,6.53646E-07,29.46265484,31.4211803,1.95852546,30.58414518,0.66957422,275.2573066,30.63845372,31.4211803
0.02,0.000025,506,506,3025,2.44109E-05,-0.023482244,0.653019309,0.676501554,0.19086574,0.189065412,577.3688622,0.096474238,0.498652208,0,0,342,2.48385E-05,34.72982366,51.52939196,16.7995683,43.89444475,4.457073488,15011.90011,42.79976888,50.13825782
0.015501397,1.42462E-05,507,507,1750,1.4122E-05,0.217078388,0.644859791,0.427781403,0.533286211,0.070959595,933.2508684,0.545073897,0.606643337,0,0,198,1.43802E-05,29.68824416,36.2405885,6.55234434,33.64663931,1.236023207,6662.034584,33.7112537,35.15229093
0.02,0.000025,508,508,3080,2.48547E-05,0.073257186,0.642967105,0.569709919,0.449013724,0.103268535,1382.962271,0.466705561,0.568917936,0,0,324,2.35313E-05,33.0105596,40.69426856,7.68370896,37.03337925,1.693823771,11998.81488,36.81139784,39.60289477
0.02,0.000025,509,509,3025,2.44109E-05,-0.02154588,0.649096072,0.670641951,0.174732709,0.169310301,528.5664458,0.104845025,0.455011433,0,0,342,2.48385E-05,34.96566704,48.79155794,13.8258909,42.98159355,1.953914532,14699.70499,43.13815286,44.98730168
0.02,0.000025,510,510,3080,2.48547E-05,-0.010379352,0.662839234,0.673218586,0.200686889,0.219163986,618.1156171,0.048881035,0.546724647,0,0,361,2.62185E-05,35.11947794,49.42730966,14.30783172,41.58473378,3.05473752,15012.0889,41.6923304,45.22314506
0.02,0.000025,511,511,3080,2.48547E-05,0.033542287,0.635766447,0.60222416,0.279516688,0.129084669,860.9113998,0.271035612,0.457495159,0,0,342,2.48385E-05,38.80752152,43.08688256,4.27936104,40.53677979,0.911527504,13863.57869,40.4105729,41.94423847
0.02,0.000025,512,512,3025,2.44109E-05,0.022376409,0.631801546,0.609425137,0.273147047,0.153621537,826.2698162,0.279191911,0.475464731,0,0,324,2.35313E-05,37.5394361,41.6752403,4.1358042,39.89280617,0.940348296,12925.2692,39.79191128,41.23329031
0.014322017,1.16084E-05,513,513,1435,1.158E-05,0.135946438,0.64760524,0.511658803,0.492735323,0.157903581,707.0751879,0.572761536,0.631201744,0,0,157,1.14025E-05,34.0188755,38.88613598,4.86726048,36.10704624,1.16355512,5668.80626,36.0867776,37.57635072
0.003107128,3.91045E-07,514,514,53,4.27694E-07,0.380794108,0.55840981,0.177615702,0.498429653,0.047042618,26.41677162,0.516395926,0.542866111,0,0,5,3.63137E-07,35.76548372,37.6077965,1.84231278,36.70817364,0.599970689,183.5408682,36.85241408,37.30564353
0.02,0.000025,515,515,3080,2.48547E-05,0.032386869,0.675320387,0.642933518,0.370148968,0.156115553,1140.058821,0.380082339,0.576851904,0,0,342,2.48385E-05,33.62922122,40.54387568,6.91465446,36.8739516,1.490234599,12610.89145,36.88659428,38.62089763
0.02,0.000025,516,516,3025,2.44109E-05,0.095498785,0.676010847,0.580512062,0.482274204,0.117892701,1458.879468,0.509453595,0.607131624,0,0,324,2.35313E-05,33.58820498,37.76502542,4.17682044,35.67777564,1.104620548,11559.59931,35.72446748,37.25608224
0.02,0.000025,517,517,3080,2.48547E-05,0.013661202,0.65866667,0.645005468,0.408858246,0.174374347,1259.283397,0.463890001,0.586809576,0,0,361,2.62185E-05,34.0530557,40.04142674,5.98837104,0,0,0,36.56871842,0
0.02,2.5E-05,518,518,3080,2.48547E-05,0.005634438,0.590074956,0.584440519,0.297405761,0.119558629,916.0097433,0.294279411,0.460549992,0,0,324,2.35313E-05,38.43153932,41.84272328,3.41118396,0,0,0,40.70452262,41.39154464
0.02,0.000025,519,519,3136,2.53066E-05,0.0066502,0.67409724,0.66744704,0.325187802,0.159107711,1019.788946,0.313155636,0.548842371,0,0,342,2.48385E-05,35.96031086,41.98969814,6.02938728,39.20687018,1.188285004,13408.7496,39.13052441,40.67888747
0.02,2.5E-05,520,520,3136,2.53066E-05,0.097055614,0.655017555,0.557961941,0.422290917,0.109109781,1324.304317,0.423765779,0.568784416,0,0,361,2.62185E-05,32.566217,38.79726746,6.23105046,0,0,0,35.45786192,37.81971374
0.02,2.5E-05,521,521,3136,2.53066E-05,0.037051111,0.643181503,0.606130391,0.372999586,0.169617684,1169.726702,0.411832988,0.577188969,0,0,361,2.62185E-05,33.51984458,39.93888614,6.41904156,37.1269824,1.502956465,13402.84064,37.34802698,38.94424232
0.02,2.5E-05,522,522,3080,2.48547E-05,0.179657266,0.65836674,0.478709474,0.415336463,0.129238097,1279.236306,0.448922366,0.567472094,0,0,324,2.35313E-05,34.3435874,37.7957876,3.4522002,36.18285139,0.810502556,11723.24385,36.28844078,37.20788816
0.02,0.000025,523,523,3080,2.48547E-05,0.019213175,0.700284779,0.681071604,0.3673946,0.175031414,1131.575369,0.376213998,0.595903242,0,0,324,2.35313E-05,29.66431802,40.32854042,10.6642224,35.24578644,2.351715735,11419.63481,35.25448973,38.4629851
0.019858911,2.49348E-05,524,524,3074,2.48063E-05,0.112777725,0.663229764,0.550452039,0.516222051,0.0975562,1586.866583,0.545619726,0.604894805,0,0,341,2.47659E-05,27.97581614,34.76058584,6.7847697,29.94308211,1.647684686,10210.591,29.46265484,32.64141344
0.02,0.000025,525,525,3080,2.48547E-05,0.023956932,0.650048077,0.626091145,0.363975632,0.144209684,1121.044946,0.368403018,0.551775259,0,0,324,2.35313E-05,36.36705524,44.85058088,8.48352564,40.49638208,1.387383181,13120.82779,40.61052707,42.03173979
0.02,0.000025,526,526,3080,2.48547E-05,0.030324589,0.645288348,0.614963759,0.27782074,0.124538168,855.6878778,0.257892445,0.459561205,0,0,324,2.35313E-05,34.43245592,39.7953293,5.36287338,38.45365096,0.84906295,12458.98291,38.68276379,39.35577193
0.013499087,8.63684E-06,527,527,1067,8.61037E-06,0.1281216,0.657637835,0.529516235,0.359378278,0.1192249,383.4566225,0.371011555,0.513085604,0,0,113,8.20689E-06,33.15069842,38.6161124,5.46541398,0,0,0,35.68345124,38.31054141
0.02,0.000025,528,528,3080,2.48547E-05,0.042811077,0.619139731,0.576328654,0.293822071,0.119948415,904.9719783,0.282645121,0.458866194,0,0,342,2.48385E-05,37.68982898,41.63764208,3.9478131,40.24438917,0.866009735,13763.5811,40.37126567,41.2647361
0.02,0.000025,529,529,3080,2.48547E-05,0.243117884,0.661680222,0.418562338,0.521171872,0.04777267,1605.209365,0.525799394,0.573476505,0,0,342,2.48385E-05,27.8664395,31.73563814,3.86919864,29.25817329,0.923899767,10006.29527,28.93286174,30.50685995
0.02,2.5E-05,530,530,3136,2.53066E-05,0.04996727,0.618766785,0.568799514,0.368214579,0.153005438,1154.720921,0.359267086,0.559007198,0,0,342,2.48385E-05,32.30302946,43.08004652,10.77701706,37.65583867,2.465305743,12878.29683,38.21620406,40.50012502
0.013700097,1.01487E-05,531,531,1253,1.01113E-05,0.254896343,0.614518166,0.359621823,0.449061878,0.09107245,562.6745334,0.459428072,0.576467621,0,0,130,9.44155E-06,36.73961942,0,0,0,0,0,0,0
0.02,0.000025,532,532,3080,2.48547E-05,0.032647461,0.64785862,0.615211159,0.393016019,0.13132389,1210.489338,0.416513771,0.5439219,0,0,342,2.48385E-05,34.54183256,43.47653684,8.93470428,0,0,0,39.47403542,41.9486819
0.02,0.000025,533,533,3080,2.48547E-05,0.088967972,0.673623323,0.584655352,0.400790392,0.123206078,1234.434407,0.412541762,0.556712693,0,0,324,2.35313E-05,35.22885458,42.21528746,6.98643288,38.58906362,1.484551465,12502.85661,38.41786724,40.90276778
0.02,0.000025,534,534,3136,2.53066E-05,0.062055591,0.668672264,0.606616672,0.434428258,0.118828598,1362.367017,0.452013344,0.578499436,0,0,361,2.62185E-05,34.93832288,40.87542362,5.93710074,38.36495894,1.299896752,13849.75018,38.43837536,39.96964832
0.02,2.5E-05,535,535,3080,2.48547E-05,0.048243817,0.615345776,0.567101959,0.294227178,0.116807046,906.2197094,0.292962402,0.44950451,0,0,342,2.48385E-05,38.80752152,41.37445454,2.56693302,39.86123112,0.439519707,13632.54104,39.81412841,40.43654985
0.02,2.5E-05,536,536,3136,2.53066E-05,0.022458002,0.676250815,0.653792813,0.346454179,0.151265646,1086.480304,0.344493508,0.552694231,0,0,342,2.48385E-05,32.99005148,40.34563052,7.35557904,37.36125931,1.766533877,12777.55069,38.02650395,39.08711556
0.02,0.000025,537,537,3080,2.48547E-05,-0.020625515,0.630682647,0.651308162,0.291524877,0.168336488,897.8966217,0.288284644,0.535934579,0,0,324,2.35313E-05,34.13508818,43.4355206,9.30043242,39.6386173,2.031620549,12842.91201,39.76627613,42.33389275
0.020608937,2.24406E-05,538,538,2778,2.24176E-05,0.093276642,0.640741825,0.547465183,0.440993869,0.120027023,1225.080969,0.45909813,0.587225735,0,0,290,2.10619E-05,29.3532782,36.64391486,7.29063666,33.51706302,1.890184923,9719.948275,34.03767461,35.6253449
0.02,0.000025,539,539,3080,2.48547E-05,0.003283174,0.648577034,0.645293861,0.255940206,0.167261377,788.2958337,0.238861114,0.490970874,0,0,324,2.35313E-05,36.45250574,45.6572336,9.20472786,40.03094059,2.146890718,12970.02475,39.61417424,43.41501248
0.017140851,1.72138E-05,540,540,2143,1.72934E-05,0.092633359,0.676456928,0.583823569,0.451472476,0.119138041,967.5055158,0.450576097,0.607484126,0,0,235,1.70674E-05,30.97341968,35.66636114,4.69294146,34.08543235,1.028442006,8010.076602,34.2410468,35.25551514
0.02,0.000025,541,541,3136,2.53066E-05,0.038863976,0.618907869,0.580043893,0.350316075,0.14708579,1098.591212,0.35764277,0.54333207,0,0,342,2.48385E-05,31.44168842,39.12197936,7.68029094,36.020486,2.195523223,12319.00621,36.7703816,38.4793916
0.02,0.000025,542,542,3136,2.53066E-05,0.028059011,0.611337245,0.583278233,0.335959661,0.14164875,1053.569497,0.365033627,0.500824273,0,0,342,2.48385E-05,34.55208662,40.83440738,6.28232076,38.27718873,1.295985965,13090.79855,38.33070773,40.27248489
0.02,0.000025,543,543,3080,2.48547E-05,-0.010822207,0.617793381,0.628615588,0.129958211,0.134307154,400.2712887,0.072327569,0.346399993,0,0,342,2.48385E-05,40.59172796,53.19054968,12.59882172,45.37379779,2.979139435,15517.83884,44.55492215,50.15876594
0.018977638,1.8668E-05,544,544,2314,1.86733E-05,0.030564411,0.668323696,0.637759285,0.341815161,0.173113087,790.9602826,0.316423595,0.586935401,0,0,249,1.80842E-05,30.08473448,41.13519314,11.05045866,36.83366301,2.514919564,9171.582091,37.17712598,40.00724654
0.02,0.000025,545,545,3080,2.48547E-05,0.080693476,0.684359312,0.603665836,0.42979594,0.146183078,1323.771495,0.457450688,0.598856902,0,0,342,2.48385E-05,34.97933912,42.04780448,7.06846536,37.89899781,1.481486713,12961.45725,37.69666502,40.02604565
0.02,0.000025,546,546,3080,2.48547E-05,0.188265637,0.679546356,0.49128072,0.447294012,0.103569268,1377.665558,0.471250981,0.563573599,0,0,342,2.48385E-05,29.03882036,38.60927636,9.570456,33.48499477,2.436374321,11451.86821,33.51300854,36.49830721
0.02,2.5E-05,547,547,3080,2.48547E-05,-0.027970091,0.580862761,0.608832851,0.129210605,0.132845847,397.9686634,0.090946585,0.281484255,0,0,342,2.48385E-05,41.57611772,51.28329452,9.7071768,46.51179857,2.511284188,15907.03511,46.7339099,49.92702418
0.02,0.000025,548,548,3025,2.44109E-05,0.033633035,0.64331305,0.609680016,0.304499019,0.141516372,921.1095331,0.287045658,0.509840965,0,0,342,2.48385E-05,34.97250308,39.29288036,4.32037728,37.88381661,0.884025896,12956.26528,38.07264722,38.85708281
0.02,0.000025,549,549,3136,2.53066E-05,0.007886105,0.634271264,0.626385159,0.28389399,0.154131668,890.2915527,0.275542021,0.50437206,0,0,361,2.62185E-05,36.02867126,43.97214974,7.94347848,39.20710794,1.622980639,14153.76597,39.0091847,41.25482384
0.02,2.5E-05,550,550,3080,2.48547E-05,-0.001938924,0.630059481,0.631998405,0.285918514,0.138295425,880.6290218,0.276524663,0.478069344,0,0,342,2.48385E-05,35.87827838,41.97602606,6.09774768,38.73720225,1.718111316,13248.12317,38.42470328,41.26234348
0.015718773,1.55143E-05,551,551,1909,1.54051E-05,0.114634149,0.645646453,0.531012304,0.413941859,0.100284516,790.2150082,0.404978752,0.575737357,0,0,216,1.56875E-05,32.8909289,39.68253464,6.79160574,37.29082262,1.41245044,8054.817685,37.39929728,39.05020094
0.02,0.000025,552,552,3080,2.48547E-05,0.030463243,0.65697062,0.626507377,0.312055449,0.168371826,961.1307844,0.282748461,0.573432684,0,0,324,2.35313E-05,32.4124061,40.64641628,8.23401018,37.79978584,1.88647944,12247.13061,38.13588059,40.00793014
0.02,0.000025,553,553,3080,2.48547E-05,0.01410313,0.675059319,0.660956189,0.430965034,0.14120602,1327.372305,0.468866974,0.572810423,0,0,324,2.35313E-05,33.66681944,40.51653152,6.84971208,35.94130076,1.687564553,11644.98145,35.42368172,38.46435231
0.021329871,2.35717E-05,554,554,2889,2.33134E-05,0.03778832,0.643629253,0.605840933,0.364800811,0.132136554,1053.909544,0.371824473,0.541476846,0,0,336,2.44028E-05,32.12871044,39.64493642,7.51622598,36.57644966,1.599310007,12289.68708,36.59264456,38.57851418
0.02,2.5E-05,555,555,3136,2.53066E-05,0.068944842,0.706654072,0.63770923,0.479059131,0.141013614,1502.329436,0.505776882,0.64199549,0,0,324,2.35313E-05,30.72732224,37.22497826,6.49765602,34.26460371,1.76938521,11101.7316,34.68880742,36.17906414
0.02,0.000025,556,556,3080,2.48547E-05,0.064303979,0.633314192,0.569010213,0.339624752,0.134579256,1046.044238,0.331161901,0.529874164,0,0,342,2.48385E-05,35.64927104,41.68549436,6.03622332,39.41439997,1.206808236,13479.72479,39.68937068,40.55036992
0.02,0.000025,557,557,3136,2.53066E-05,0.053793103,0.67220968,0.618416578,0.534305993,0.124827768,1675.583594,0.583463073,0.635532558,0,0,342,2.48385E-05,27.9689801,38.93398826,10.96500816,31.64718938,3.291138318,10823.33877,30.22829132,37.07253457
0.02,2.5E-05,558,558,3136,2.53066E-05,0.031400967,0.642805517,0.611404549,0.229586386,0.174260225,719.9829059,0.158845156,0.518931031,0,0,361,2.62185E-05,34.89388862,44.90185118,10.00796256,39.53202814,2.316929572,14271.06216,39.27579026,43.11764474
0.02,0.000025,559,559,3080,2.48547E-05,-0.018201143,0.637244344,0.655445486,0.277064545,0.157218615,853.3587975,0.265084907,0.506691861,0,0,342,2.48385E-05,37.92567236,44.2558454,6.33017304,40.82587232,1.471927692,13962.44833,40.44646211,43.13849466
0.02,0.000025,560,560,3080,2.48547E-05,0.228158846,0.648456752,0.420297906,0.48296357,0.085331245,1487.527796,0.489862859,0.590800422,0,0,342,2.48385E-05,31.66727774,39.57999404,7.9127163,35.4530547,2.074536093,12124.94471,35.05453556,38.53749794
0.02,2.5E-05,561,561,3025,2.44109E-05,-0.013269882,0.625466466,0.638736348,0.247312971,0.140451104,748.1217376,0.231916964,0.454429573,0,0,324,2.35313E-05,37.50867392,44.65233572,7.1436618,41.57943025,1.894804572,13471.7354,41.89057556,43.98582182
0.02,0.000025,562,562,3025,2.44109E-05,-0.035378817,0.639708996,0.675087813,0.241359498,0.140096339,730.1124814,0.227562904,0.447054815,0,0,342,2.48385E-05,38.88271796,45.13427654,6.25155858,41.75702292,1.304498228,14280.90184,41.47699514,43.94002035
0.02,0.000025,563,563,3080,2.48547E-05,0.061030068,0.683109105,0.622079037,0.487210567,0.127001017,1500.608548,0.512087941,0.628218299,0,0,361,2.62185E-05,30.7546664,38.4452114,7.690545,34.25534378,2.000069656,12366.1791,34.23079274,37.08825746
0.02,0.000025,564,564,3080,2.48547E-05,0.051944833,0.660813093,0.60886826,0.368630495,0.146106823,1135.381926,0.347729027,0.586280155,0,0,324,2.35313E-05,36.10044968,41.08050482,4.98005514,38.50488961,1.083141956,12475.58423,38.58876824,39.95255822
0.02,0.000025,565,565,3025,2.44109E-05,0.019642042,0.662084997,0.642442955,0.373210584,0.146480055,1128.962016,0.387977004,0.563240016,0,0,324,2.35313E-05,29.8659812,39.39200294,9.52602174,34.65799249,2.156718799,11229.18957,34.4290379,38.06136775
0.02,0.000025,566,566,3136,2.53066E-05,0.072746053,0.656412482,0.583666429,0.511664214,0.101714304,1604.578974,0.545443773,0.610200286,0,0,342,2.48385E-05,29.97193982,34.86996248,4.89802266,31.87405796,0.896713258,10900.92782,31.77665438,32.93809758
0.02,0.000025,567,567,3080,2.48547E-05,-0.010374762,0.672310233,0.682684995,0.411476381,0.201256649,1267.347254,0.489908248,0.625031388,0,0,324,2.35313E-05,33.43097606,42.88180136,9.4508253,36.554867,2.485178888,11843.77691,35.97740096,40.85047207
0.02,0.000025,568,568,3080,2.48547E-05,-0.011713933,0.66986692,0.681580853,0.338614655,0.182317574,1042.933138,0.357932538,0.575013518,0,0,361,2.62185E-05,32.8054784,47.9985773,15.1930989,42.12488509,4.212392064,15207.08352,43.7089622,46.751
0.016472024,1.61954E-05,569,569,1992,1.60748E-05,0.020589001,0.66573596,0.645146959,0.472675111,0.133870082,941.5688208,0.497349977,0.61758244,0,0,209,1.51791E-05,30.1906931,38.19569594,8.00500284,34.15098443,1.914846314,7137.555745,34.33675136,36.50651046
0.02,0.000025,570,570,3136,2.53066E-05,0.030154279,0.683453262,0.653298983,0.399032594,0.163453441,1251.366215,0.412294805,0.601978302,0,0,324,2.35313E-05,34.26839096,39.64493642,5.37654546,36.89581449,1.565541703,11954.2439,36.89684834,38.96099062
0.02,2.5E-05,571,571,3080,2.48547E-05,-0.014138118,0.65050143,0.664639548,0.221912336,0.203823965,683.4899939,0.139274679,0.523479319,0,0,342,2.48385E-05,33.10968218,51.7413092,18.63162702,41.89907064,4.127969245,14329.48216,41.57099069,47.12356418
0.02,0.000025,572,572,3080,2.48547E-05,-0.050371595,0.660260737,0.710632332,0.298658717,0.19132576,919.8688478,0.298011869,0.558256626,0,0,342,2.48385E-05,33.44123012,50.79109964,17.34986952,40.59434644,3.57876472,13883.26648,38.72719805,46.08311889
0.013415855,8.41058E-06,573,573,1056,8.52161E-06,0.115997307,0.598056614,0.482059307,0.333251594,0.144094368,351.9136835,0.289956093,0.538826734,0,0,107,7.77112E-06,35.11605992,39.40909304,4.29303312,37.77908083,0.973774701,4042.361649,38.11708148,38.90937852
0.02,2.5E-05,574,574,3080,2.48547E-05,0.090711571,0.676689804,0.585978232,0.420863694,0.109578617,1296.260178,0.433726937,0.552137935,0,0,342,2.48385E-05,30.34108598,39.0775451,8.73645912,34.58668658,2.304285718,11828.64681,34.72982366,37.74690991
0.02,0.000025,575,575,3136,2.53066E-05,0.087414525,0.662645519,0.575230993,0.46513242,0.112220128,1458.65527,0.470964104,0.607364148,0,0,342,2.48385E-05,28.80981302,37.1463638,8.33655078,33.58121903,2.563534431,11484.77691,34.28889908,36.35304136
0.02,2.5E-05,576,576,3136,2.53066E-05,0.041599803,0.661115289,0.619515486,0.375066568,0.134451846,1176.208756,0.382002741,0.553162605,0,0,361,2.62185E-05,31.38016406,38.88271796,7.5025539,35.29213056,2.336388739,12740.45913,35.3689934,38.376851
0.02,0.000025,577,577,3136,2.53066E-05,-0.011874248,0.664208829,0.676083078,0.439760337,0.105118115,1379.088416,0.452865705,0.553434432,0,0,342,2.48385E-05,35.32455914,43.04586632,7.72130718,37.78207554,1.646996327,12921.46984,37.67957492,39.9313665
0.02,0.000025,578,578,3080,2.48547E-05,-0.013932098,0.640984118,0.654916216,0.305453179,0.182441076,940.7957909,0.314417854,0.539967924,0,0,324,2.35313E-05,36.4627598,51.59433434,15.13157454,39.61366787,3.102406949,12834.82839,38.4281213,43.78757666
0.02,0.000025,579,579,3080,2.48547E-05,0.040062845,0.673806846,0.633744001,0.430323885,0.154567685,1325.397567,0.474555165,0.597322285,0,0,324,2.35313E-05,33.03106772,40.27727012,7.2462024,36.25542102,1.741514915,11746.75641,35.71592243,39.15171613
0.02,0.000025,580,580,3025,2.44109E-05,0.043322593,0.615882099,0.572559506,0.296949305,0.119118421,898.2716463,0.292692453,0.45667485,0,0,324,2.35313E-05,37.89149216,41.4359789,3.54448674,39.50707628,0.867496748,12800.29271,39.44327324,40.70452262
0.02,2.5E-05,581,581,3136,2.53066E-05,0.068113014,0.683078825,0.614965811,0.468150707,0.119005284,1468.120616,0.496049166,0.587280959,0,0,361,2.62185E-05,34.23762878,39.060455,4.82282622,36.38946647,1.091397066,13136.5974,36.40123544,37.84363988
0.02,2.5E-05,582,582,3080,2.48547E-05,-0.001664397,0.665383339,0.667047736,0.394821505,0.159194171,1216.050234,0.422063619,0.587095571,0,0,342,2.48385E-05,31.04178008,44.1703949,13.12861482,36.32480971,2.962248221,12423.08492,35.66123411,41.10443096
0.02,2.5E-05,583,583,3080,2.48547E-05,0.046054356,0.708313227,0.662258871,0.506952485,0.136353218,1561.413654,0.556211442,0.633464992,0,0,342,2.48385E-05,29.17895918,38.7528332,9.57387402,33.11320014,2.52349549,11324.71445,32.37138986,37.42322342
0.02,2.5E-05,584,584,3136,2.53066E-05,0.156085581,0.625887692,0.469802111,0.437356575,0.070202377,1371.55022,0.443511933,0.518982172,0,0,361,2.62185E-05,33.8479745,39.24502808,5.39705358,0,0,0,36.73961942,37.92567236
0.02,0.000025,585,585,3136,2.53066E-05,-0.047310434,0.647570908,0.694881342,0.235508823,0.180114139,738.5556698,0.156801604,0.520958602,0,0,361,2.62185E-05,33.9676052,44.30369768,10.33609248,39.29524741,2.898437252,14185.58432,39.69620672,42.65621204
0.02,2.5E-05,586,586,3080,2.48547E-05,0.105666153,0.649161994,0.543495841,0.45115432,0.113740012,1389.555304,0.47877717,0.571884483,0,0,342,2.48385E-05,29.65064594,38.62636646,8.97572052,0,0,0,35.56382054,0
0.02,0.000025,587,587,3080,2.48547E-05,-0.00629937,0.677303553,0.683602923,0.325651891,0.191428222,1003.007824,0.325438946,0.584643608,0,0,342,2.48385E-05,31.7971625,45.59570924,13.79854674,38.40656379,3.392667774,13135.04482,38.10682742,43.26632861
